dataAvgSalary62k,Location,Headquarters,Size,Type_of_ownership,Industry,Sector,Revenue,Rating_range,Found_year_range
higher-than-avg,"New York, NY","New York, NY",201 to 500 employees,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,Rate[3.0-3.4],Founded 2010-2014
lower-than-avg,"Santa Monica, CA","Santa Monica, CA",201 to 500 employees,Company - Private,"Health, Beauty, & Fitness",Consumer Services,Unknown / Non-Applicable,Rate[3.0-3.4],Founded 2010-2014
higher-than-avg,"Lakewood, CO","Jacksonville, FL",5001 to 10000 employees,Company - Public,IT Services,Information Technology,Less than $1 million (USD),Rate[2.5-2.9,Founded 2010-2014
higher-than-avg,"Pico Rivera, CA","San Clemente, CA",1 to 50 employees,Company - Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,Rate[2.5-2.9,Founded 2010-2014
higher-than-avg,"Chicago, IL","Pittsburgh, PA",1 to 50 employees,Company - Private,Advertising & Marketing,Business Services,Unknown / Non-Applicable,Rate[2.5-2.9,Founded 2010-2014
higher-than-avg,"Hermosa Beach, CA","Hermosa Beach, CA",1 to 50 employees,Self-employed,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,-1,Founded 2010-2014
higher-than-avg,"Los Angeles, CA","Canoga Park, CA",1 to 50 employees,Company - Public,-1,-1,Less than $1 million (USD),-1,Founded 2010-2014
lower-than-avg,"New York, NY","New York, NY",51 to 200 employees,Company - Private,Research & Development,Business Services,Unknown / Non-Applicable,Rate[4.5-5.0],Founded 2010-2014
higher-than-avg,"Chicago, IL","Lincolnshire, IL",1 to 50 employees,Company - Private,Staffing & Outsourcing,Business Services,$1 to $5 million (USD),Rate[4.5-5.0],Founded 2010-2014
higher-than-avg,"Seattle, WA","Irving, TX",1 to 50 employees,Nonprofit Organization,IT Services,Information Technology,$5 to $10 million (USD),Rate[4.5-5.0],Founded 2010-2014
higher-than-avg,"San Francisco, CA","San Francisco, CA",51 to 200 employees,Company - Private,Enterprise Software & Network Solutions,Information Technology,$25 to $50 million (USD),Rate[4.5-5.0],Founded 2010-2014
higher-than-avg,"San Francisco, CA","San Francisco, CA",51 to 200 employees,Company - Public,Lending,Finance,Unknown / Non-Applicable,Rate[4.0-4.4],Founded 2010-2014
lower-than-avg,"Stafford, TX","Stafford, TX",1 to 50 employees,Company - Private,IT Services,Information Technology,$1 to $5 million (USD),Rate[4.0-4.4],Founded 2010-2014
higher-than-avg,"San Mateo, CA","San Mateo, CA",201 to 500 employees,Company - Private,Lending,Finance,Unknown / Non-Applicable,Rate[4.0-4.4],Founded 2010-2014
lower-than-avg,"Indianapolis, IN","Indianapolis, IN",1 to 50 employees,Company - Private,Enterprise Software & Network Solutions,Information Technology,$1 to $5 million (USD),Rate[4.0-4.4],Founded 2010-2014
higher-than-avg,"Haworth, NJ","Dover, DE",51 to 200 employees,Company - Private,Staffing & Outsourcing,Business Services,$5 to $10 million (USD),Rate[4.0-4.4],Founded 2010-2014
higher-than-avg,"New York, NY","New York, NY",201 to 500 employees,Company - Private,Advertising & Marketing,Business Services,Unknown / Non-Applicable,Rate[4.0-4.4],Founded 2010-2014
higher-than-avg,"San Francisco, CA","San Francisco, CA",501 to 1000 employees,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,Rate[4.0-4.4],Founded 2010-2014
higher-than-avg,"San Francisco, CA","New York, NY",501 to 1000 employees,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,Rate[4.0-4.4],Founded 2010-2014
higher-than-avg,"San Mateo, CA","San Mateo, CA",1001 to 5000 employees,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,Rate[4.0-4.4],Founded 2010-2014
higher-than-avg,"San Mateo, CA","Palo Alto, CA",51 to 200 employees,Company - Private,Computer Hardware & Software,Information Technology,$10 to $25 million (USD),Rate[4.0-4.4],Founded 2010-2014
higher-than-avg,"San Mateo, CA","San Mateo, CA",1001 to 5000 employees,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,Rate[4.0-4.4],Founded 2010-2014
lower-than-avg,"Paoli, PA","Audubon, PA",51 to 200 employees,Company - Private,Staffing & Outsourcing,Business Services,$10 to $25 million (USD),Rate[4.0-4.4],Founded 2010-2014
higher-than-avg,"Santa Clara, CA","Sunnyvale, CA",51 to 200 employees,Company - Private,Enterprise Software & Network Solutions,Information Technology,$10 to $25 million (USD),Rate[4.0-4.4],Founded 2010-2014
higher-than-avg,"New York, NY","New York, NY",1001 to 5000 employees,Company - Public,"Health, Beauty, & Fitness",Consumer Services,Unknown / Non-Applicable,Rate[3.5-3.9],Founded 2010-2014
lower-than-avg,"New York, NY","New York, NY",1001 to 5000 employees,Company - Public,"Health, Beauty, & Fitness",Consumer Services,Unknown / Non-Applicable,Rate[3.5-3.9],Founded 2010-2014
higher-than-avg,"San Francisco, CA","San Francisco, CA",5001 to 10000 employees,Company - Public,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,Rate[3.5-3.9],Founded 2010-2014
higher-than-avg,"Chicago, IL","Chicago, IL",1001 to 5000 employees,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$500 million to $1 billion (USD),Rate[3.5-3.9],Founded 2010-2014
higher-than-avg,"San Francisco, CA","San Francisco, CA",51 to 200 employees,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,Rate[3.5-3.9],Founded 2010-2014
lower-than-avg,"Columbus, OH","Columbus, OH",201 to 500 employees,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,Rate[3.5-3.9],Founded 2010-2014
higher-than-avg,"Denver, CO","Denver, CO",501 to 1000 employees,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,Rate[3.5-3.9],Founded 2010-2014
lower-than-avg,"South San Francisco, CA","Iselin, NJ",1001 to 5000 employees,Company - Private,IT Services,Information Technology,$100 to $500 million (USD),Rate[3.0-3.4],Founded 2010-2014
higher-than-avg,"Dallas, TX","Flower Mound, TX",1 to 50 employees,Company - Private,IT Services,Information Technology,$1 to $5 million (USD),Rate[3.0-3.4],Founded 2010-2014
higher-than-avg,"Houston, TX","El Segundo, CA",1001 to 5000 employees,Company - Private,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,Rate[3.0-3.4],Founded 2010-2014
higher-than-avg,"El Segundo, CA","El Segundo, CA",1001 to 5000 employees,Company - Private,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,Rate[3.0-3.4],Founded 2010-2014
lower-than-avg,"Austin, TX","Toronto, Canada",51 to 200 employees,Company - Private,Enterprise Software & Network Solutions,Information Technology,$10 to $25 million (USD),Rate[3.0-3.4],Founded 2010-2014
higher-than-avg,"Los Angeles, CA","Los Angeles, CA",201 to 500 employees,Company - Private,Other Retail Stores,Retail,Unknown / Non-Applicable,Rate[2.0-2.4],Founded 2010-2014
higher-than-avg,"Glendale, CA","Glendale, CA",1 to 50 employees,Company - Private,Advertising & Marketing,Business Services,Unknown / Non-Applicable,Rate[4.5-5.0],Founded 2010-2014
lower-than-avg,"New York, NY","Pittsburgh, PA",201 to 500 employees,Company - Private,Internet,Information Technology,$10 to $25 million (USD),Rate[4.5-5.0],Founded 2010-2014
higher-than-avg,"Jersey City, NJ","North Brunswick, NJ",1 to 50 employees,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,Rate[4.5-5.0],Founded 2010-2014
higher-than-avg,"Redwood City, CA","Redwood City, CA",201 to 500 employees,Company - Private,Internet,Information Technology,$100 to $500 million (USD),Rate[4.5-5.0],Founded 2010-2014
higher-than-avg,"New York, NY","North Brunswick, NJ",1 to 50 employees,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,Rate[4.5-5.0],Founded 2010-2014
higher-than-avg,"San Jose, CA","San Jose, CA",1001 to 5000 employees,Company - Public,IT Services,Information Technology,Unknown / Non-Applicable,Rate[4.5-5.0],Founded 2010-2014
lower-than-avg,"Woodridge, IL","San Francisco, CA",1 to 50 employees,Company - Private,Enterprise Software & Network Solutions,Information Technology,Less than $1 million (USD),Rate[4.5-5.0],Founded 2010-2014
lower-than-avg,"Jersey City, NJ","North Brunswick, NJ",1 to 50 employees,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,Rate[4.5-5.0],Founded 2010-2014
lower-than-avg,"New York, NY","North Brunswick, NJ",1 to 50 employees,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,Rate[4.5-5.0],Founded 2010-2014
higher-than-avg,"Chicago, IL","Chicago, IL",1 to 50 employees,Company - Private,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,Rate[4.5-5.0],Founded 2010-2014
higher-than-avg,"San Francisco, CA","San Francisco, CA",201 to 500 employees,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,Rate[4.5-5.0],Founded 2010-2014
higher-than-avg,"New York, NY","Troy, MI",201 to 500 employees,Company - Private,Staffing & Outsourcing,Business Services,$10 to $25 million (USD),Rate[4.5-5.0],Founded 2010-2014
higher-than-avg,"Horsham, PA","Mc Lean, VA",201 to 500 employees,Company - Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,Rate[4.5-5.0],Founded 2010-2014
lower-than-avg,"Horsham, PA","Mc Lean, VA",201 to 500 employees,Company - Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,Rate[4.5-5.0],Founded 2010-2014
lower-than-avg,"Horsham, PA","Mc Lean, VA",201 to 500 employees,Company - Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,Rate[4.5-5.0],Founded 2010-2014
lower-than-avg,"Salt Lake City, UT","Sugar Land, TX",51 to 200 employees,Company - Private,-1,-1,Unknown / Non-Applicable,Rate[4.5-5.0],Founded 2010-2014
lower-than-avg,"Salt Lake City, UT","Sugar Land, TX",51 to 200 employees,Company - Private,-1,-1,Unknown / Non-Applicable,Rate[4.5-5.0],Founded 2010-2014
higher-than-avg,"Charlotte, NC","Irving, TX",201 to 500 employees,Company - Private,IT Services,Information Technology,$10 to $25 million (USD),Rate[4.0-4.4],Founded 2010-2014
higher-than-avg,"San Jose, CA","Irving, TX",201 to 500 employees,Company - Private,IT Services,Information Technology,$10 to $25 million (USD),Rate[4.0-4.4],Founded 2010-2014
higher-than-avg,"New York, NY","Irving, TX",201 to 500 employees,Company - Private,IT Services,Information Technology,$10 to $25 million (USD),Rate[4.0-4.4],Founded 2010-2014
higher-than-avg,"San Ramon, CA","Pleasanton, CA",51 to 200 employees,Company - Private,IT Services,Information Technology,$5 to $10 million (USD),Rate[4.0-4.4],Founded 2010-2014
higher-than-avg,"Dallas, TX","Boca Raton, FL",501 to 1000 employees,Company - Private,Real Estate,Real Estate,Unknown / Non-Applicable,Rate[4.0-4.4],Founded 2010-2014
lower-than-avg,"Seattle, WA","Seattle, WA",1001 to 5000 employees,Company - Private,Banks & Credit Unions,Finance,Unknown / Non-Applicable,Rate[4.0-4.4],Founded 2010-2014
higher-than-avg,"New York, NY","New York, NY",201 to 500 employees,Company - Private,Enterprise Software & Network Solutions,Information Technology,$50 to $100 million (USD),Rate[4.0-4.4],Founded 2010-2014
higher-than-avg,"San Francisco, CA","San Francisco, CA",201 to 500 employees,Company - Private,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,Rate[4.0-4.4],Founded 2010-2014
higher-than-avg,"San Francisco, CA","San Francisco, CA",51 to 200 employees,Company - Private,Internet,Information Technology,$10 to $25 million (USD),Rate[4.0-4.4],Founded 2010-2014
lower-than-avg,"Draper, UT","Mountain View, CA",51 to 200 employees,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,Rate[4.0-4.4],Founded 2010-2014
higher-than-avg,"San Jose, CA","San Francisco, CA",51 to 200 employees,Company - Private,Health Care Services & Hospitals,Health Care,$5 to $10 million (USD),Rate[4.0-4.4],Founded 2010-2014
higher-than-avg,"Mountain View, CA","Mountain View, CA",51 to 200 employees,Company - Private,Health Care Services & Hospitals,Health Care,$25 to $50 million (USD),Rate[3.5-3.9],Founded 2010-2014
higher-than-avg,"Horsham, PA","Mc Lean, VA",51 to 200 employees,Company - Private,Enterprise Software & Network Solutions,Information Technology,$10 to $25 million (USD),Rate[3.5-3.9],Founded 2010-2014
lower-than-avg,"Horsham, PA","Mc Lean, VA",51 to 200 employees,Company - Private,Enterprise Software & Network Solutions,Information Technology,$10 to $25 million (USD),Rate[3.5-3.9],Founded 2010-2014
lower-than-avg,"Horsham, PA","Mc Lean, VA",51 to 200 employees,Company - Private,Enterprise Software & Network Solutions,Information Technology,$10 to $25 million (USD),Rate[3.5-3.9],Founded 2010-2014
lower-than-avg,"Marina del Rey, CA","Marina del Rey, CA",201 to 500 employees,Company - Private,Beauty & Personal Accessories Stores,Retail,Unknown / Non-Applicable,Rate[3.5-3.9],Founded 2010-2014
higher-than-avg,"Chicago, IL","Fort Wayne, IN",201 to 500 employees,Company - Private,Transportation Management,Transportation & Logistics,$100 to $500 million (USD),Rate[3.5-3.9],Founded 2010-2014
higher-than-avg,"San Francisco, CA","San Francisco, CA",1 to 50 employees,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,Rate[3.5-3.9],Founded 2010-2014
lower-than-avg,"San Antonio, TX","Newport News, VA",10000+ employees,Company - Public,Aerospace & Defense,Aerospace & Defense,$5 to $10 billion (USD),Rate[3.5-3.9],Founded 2010-2014
higher-than-avg,"San Francisco, CA","San Francisco, CA",1001 to 5000 employees,Subsidiary or Business Segment,Internet,Information Technology,Unknown / Non-Applicable,Rate[3.5-3.9],Founded 2010-2014
lower-than-avg,"Lehi, UT","Lehi, UT",1001 to 5000 employees,Company - Public,Energy,"Oil, Gas, Energy & Utilities",$50 to $100 million (USD),Rate[3.5-3.9],Founded 2010-2014
lower-than-avg,"Lehi, UT","Lehi, UT",1001 to 5000 employees,Company - Public,Energy,"Oil, Gas, Energy & Utilities",$50 to $100 million (USD),Rate[3.5-3.9],Founded 2010-2014
higher-than-avg,"Houston, TX","Houston, TX",1 to 50 employees,Company - Private,-1,-1,$1 to $5 million (USD),Rate[3.0-3.4],Founded 2010-2014
higher-than-avg,"New York, NY","San Francisco, CA",1001 to 5000 employees,Company - Private,Lending,Finance,Unknown / Non-Applicable,Rate[3.0-3.4],Founded 2010-2014
higher-than-avg,"New York, NY","Alexandria, VA",51 to 200 employees,Company - Private,Consulting,Business Services,$10 to $25 million (USD),Rate[3.0-3.4],Founded 2010-2014
higher-than-avg,"New York, NY","Alexandria, VA",51 to 200 employees,Company - Private,Consulting,Business Services,$10 to $25 million (USD),Rate[3.0-3.4],Founded 2010-2014
higher-than-avg,"New York, NY","Alexandria, VA",51 to 200 employees,Company - Private,Consulting,Business Services,$10 to $25 million (USD),Rate[3.0-3.4],Founded 2010-2014
higher-than-avg,"New York, NY","Alexandria, VA",51 to 200 employees,Company - Private,Consulting,Business Services,$10 to $25 million (USD),Rate[3.0-3.4],Founded 2010-2014
higher-than-avg,"New York, NY","Alexandria, VA",51 to 200 employees,Company - Private,Consulting,Business Services,$10 to $25 million (USD),Rate[3.0-3.4],Founded 2010-2014
higher-than-avg,"Fort Worth, TX","Richardson, TX",1 to 50 employees,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,-1,Founded 2010-2014
higher-than-avg,"Houston, TX","Bengaluru, India",201 to 500 employees,Company - Private,IT Services,Information Technology,$1 to $5 million (USD),Rate[4.5-5.0],Founded 2010-2014
lower-than-avg,"Houston, TX","Bengaluru, India",201 to 500 employees,Company - Private,IT Services,Information Technology,$1 to $5 million (USD),Rate[4.5-5.0],Founded 2010-2014
lower-than-avg,"Houston, TX","Bengaluru, India",201 to 500 employees,Company - Private,IT Services,Information Technology,$1 to $5 million (USD),Rate[4.5-5.0],Founded 2010-2014
lower-than-avg,"Austin, TX","New York, NY",51 to 200 employees,Company - Private,Investment Banking & Asset Management,Finance,$10 to $25 million (USD),Rate[4.5-5.0],Founded 2010-2014
higher-than-avg,"Downers Grove, IL","Chicago, IL",201 to 500 employees,Company - Private,Staffing & Outsourcing,Business Services,$50 to $100 million (USD),Rate[4.5-5.0],Founded 2010-2014
higher-than-avg,"Downers Grove, IL","Chicago, IL",201 to 500 employees,Company - Private,Staffing & Outsourcing,Business Services,$50 to $100 million (USD),Rate[4.5-5.0],Founded 2010-2014
higher-than-avg,"San Francisco, CA","San Francisco, CA",51 to 200 employees,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,Rate[4.5-5.0],Founded 2010-2014
lower-than-avg,"Indianapolis, IN","Chicago, IL",201 to 500 employees,Company - Private,Staffing & Outsourcing,Business Services,$50 to $100 million (USD),Rate[4.5-5.0],Founded 2010-2014
higher-than-avg,"Newark, CA","Campbell, CA",51 to 200 employees,Company - Private,Staffing & Outsourcing,Business Services,$25 to $50 million (USD),Rate[4.5-5.0],Founded 2010-2014
higher-than-avg,"San Diego, CA","Miami, FL",1 to 50 employees,Company - Private,Advertising & Marketing,Business Services,Unknown / Non-Applicable,Rate[4.0-4.4],Founded 2010-2014
higher-than-avg,"Phoenix, AZ","Phoenix, AZ",201 to 500 employees,Company - Private,Enterprise Software & Network Solutions,Information Technology,$25 to $50 million (USD),Rate[4.0-4.4],Founded 2010-2014
