Location = Location,Headquarters = Headquarters,Size,Type of ownership,Industry,Sector,Revenue,Easy Apply,Rating range,Found year range,Senior,Competitors,Compare to avg salary 62k
"Location = Denver, CO","Headquarters = Atlanta, GA",501 to 1000 employees,Government,State & Regional Agencies,Government,-1,-1,Rate[4.0-4.4],Founded before 1800,IsNotSenior,-1,salary_higher_than_avg
"Location = Athens, GA","Headquarters = Athens, GA",10000+ employees,College / University,Colleges & Universities,Education,$2 to $5 billion (USD),-1,Rate[4.0-4.4],Founded before 1800,IsNotSenior,-1,salary_lower_than_avg
"Location = Florham Park, NJ","Headquarters = New York, NY",10000+ employees,Company - Public,Investment Banking & Asset Management,Finance,$10+ billion (USD),-1,Rate[3.0-3.4],Founded before 1800,IsNotSenior,"State Street, Northern Trust, BlackRock",salary_higher_than_avg
"Location = Florham Park, NJ","Headquarters = New York, NY",10000+ employees,Company - Public,Investment Banking & Asset Management,Finance,$10+ billion (USD),-1,Rate[3.0-3.4],Founded before 1800,IsNotSenior,"State Street, Northern Trust, BlackRock",salary_higher_than_avg
"Location = Houston, TX","Headquarters = New York, NY",10000+ employees,Company - Public,Investment Banking & Asset Management,Finance,$10+ billion (USD),-1,Rate[3.0-3.4],Founded before 1800,IsNotSenior,"State Street, Northern Trust, BlackRock",salary_higher_than_avg
"Location = New York, NY","Headquarters = New York, NY",10000+ employees,Company - Public,Investment Banking & Asset Management,Finance,$10+ billion (USD),-1,Rate[3.0-3.4],Founded before 1800,IsNotSenior,"State Street, Northern Trust, BlackRock",salary_higher_than_avg
"Location = Wilmington, DE","Headquarters = New York, NY",10000+ employees,Company - Public,Investment Banking & Asset Management,Finance,$10+ billion (USD),-1,Rate[3.0-3.4],Founded before 1800,IsNotSenior,"State Street, Northern Trust, BlackRock",salary_higher_than_avg
"Location = Florham Park, NJ","Headquarters = New York, NY",10000+ employees,Company - Public,Investment Banking & Asset Management,Finance,$10+ billion (USD),-1,Rate[3.0-3.4],Founded before 1800,IsNotSenior,"State Street, Northern Trust, BlackRock",salary_higher_than_avg
"Location = New York, NY","Headquarters = New York, NY",10000+ employees,Company - Public,Investment Banking & Asset Management,Finance,$10+ billion (USD),-1,Rate[3.0-3.4],Founded before 1800,IsNotSenior,"State Street, Northern Trust, BlackRock",salary_higher_than_avg
"Location = Houston, TX","Headquarters = New York, NY",10000+ employees,Company - Public,Investment Banking & Asset Management,Finance,$10+ billion (USD),-1,Rate[3.0-3.4],Founded before 1800,IsNotSenior,"State Street, Northern Trust, BlackRock",salary_lower_than_avg
"Location = New York, NY","Headquarters = New York, NY",10000+ employees,Company - Public,Investment Banking & Asset Management,Finance,$10+ billion (USD),-1,Rate[3.0-3.4],Founded before 1800,IsSenior,"State Street, Northern Trust, BlackRock",salary_lower_than_avg
"Location = Philadelphia, PA","Headquarters = Philadelphia, PA",10000+ employees,College / University,Colleges & Universities,Education,-1,-1,Rate[4.0-4.4],Founded before 1800,IsNotSenior,"Harvard University, Yale University, Princeton University",salary_lower_than_avg
"Location = Philadelphia, PA","Headquarters = Philadelphia, PA",10000+ employees,College / University,Colleges & Universities,Education,-1,-1,Rate[4.0-4.4],Founded before 1800,IsNotSenior,"Harvard University, Yale University, Princeton University",salary_lower_than_avg
"Location = Philadelphia, PA","Headquarters = Philadelphia, PA",10000+ employees,College / University,Colleges & Universities,Education,-1,-1,Rate[4.0-4.4],Founded before 1800,IsNotSenior,"Harvard University, Yale University, Princeton University",salary_lower_than_avg
"Location = Philadelphia, PA","Headquarters = Philadelphia, PA",10000+ employees,College / University,Colleges & Universities,Education,-1,-1,Rate[4.0-4.4],Founded before 1800,IsSenior,"Harvard University, Yale University, Princeton University",salary_lower_than_avg
"Location = Philadelphia, PA","Headquarters = Philadelphia, PA",10000+ employees,College / University,Colleges & Universities,Education,-1,-1,Rate[4.0-4.4],Founded before 1800,IsNotSenior,"Harvard University, Yale University, Princeton University",salary_lower_than_avg
"Location = Charlotte, NC","Headquarters = London, United Kingdom",1001 to 5000 employees,Company - Public,Stock Exchanges,Finance,$50 to $100 million (USD),-1,Rate[3.0-3.4],Founded before 1800,IsNotSenior,"Intercontinental Exchange, Euronext, Nasdaq",salary_higher_than_avg
"Location = Berkeley, CA","Headquarters = Berkeley, CA",10000+ employees,College / University,Colleges & Universities,Education,$500 million to $1 billion (USD),-1,Rate[4.0-4.4],Founded before 1800,IsNotSenior,-1,salary_higher_than_avg
"Location = San Francisco, CA","Headquarters = San Francisco, CA",1 to 50 employees,Company - Private,Internet,Information Technology,Less than $1 million (USD),-1,Rate[4.5-5.0],-1,IsNotSenior,-1,salary_higher_than_avg
"Location = New York, NY","Headquarters = Shepton Mallet, United Kingdom",51 to 200 employees,Company - Public,-1,-1,-1,-1,Rate[4.5-5.0],-1,IsNotSenior,-1,salary_higher_than_avg
"Location = Chicago, IL","Headquarters = Chicago, IL",51 to 200 employees,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,-1,-1,Rate[4.5-5.0],-1,IsNotSenior,-1,salary_higher_than_avg
"Location = San Francisco, CA","Headquarters = San Francisco, CA",1 to 50 employees,Company - Private,Venture Capital & Private Equity,Finance,-1,-1,Rate[4.5-5.0],-1,IsNotSenior,-1,salary_higher_than_avg
"Location = San Mateo, CA","Headquarters = Piscataway, NJ",1 to 50 employees,Company - Private,IT Services,Information Technology,$1 to $5 million (USD),-1,Rate[4.5-5.0],-1,IsNotSenior,-1,salary_higher_than_avg
"Location = San Jose, CA","Headquarters = Alpharetta, GA",1 to 50 employees,Company - Private,Staffing & Outsourcing,Business Services,$1 to $5 million (USD),-1,Rate[4.5-5.0],-1,IsNotSenior,-1,salary_higher_than_avg
"Location = New York, NY","Headquarters = Cranford, NJ",1 to 50 employees,Company - Public,-1,-1,-1,-1,Rate[4.5-5.0],-1,IsNotSenior,-1,salary_higher_than_avg
"Location = Lake Success, NY","Headquarters = Spring, TX",1 to 50 employees,Company - Private,Advertising & Marketing,Business Services,Less than $1 million (USD),-1,Rate[4.5-5.0],-1,IsNotSenior,-1,salary_higher_than_avg
"Location = San Diego, CA","Headquarters = Fenton, MI",1 to 50 employees,Nonprofit Organization,-1,-1,-1,-1,Rate[4.5-5.0],-1,IsNotSenior,-1,salary_higher_than_avg
"Location = Cerritos, CA","Headquarters = Alpharetta, GA",1 to 50 employees,Company - Private,-1,-1,Less than $1 million (USD),-1,Rate[4.5-5.0],-1,IsNotSenior,-1,salary_higher_than_avg
"Location = King of Prussia, PA","Headquarters = King of Prussia, PA",1 to 50 employees,Company - Private,Consulting,Business Services,$1 to $5 million (USD),-1,Rate[4.5-5.0],-1,IsSenior,-1,salary_higher_than_avg
"Location = New York, NY","Headquarters = New York, NY",1 to 50 employees,Company - Private,Advertising & Marketing,Business Services,$1 to $5 million (USD),-1,Rate[4.5-5.0],-1,IsSenior,-1,salary_higher_than_avg
"Location = New York, NY","Headquarters = Yorktown Heights, NY",51 to 200 employees,Company - Private,Consulting,Business Services,$5 to $10 million (USD),-1,Rate[4.5-5.0],-1,IsNotSenior,-1,salary_higher_than_avg
"Location = Denver, CO","Headquarters = San Jose, CA",51 to 200 employees,Company - Private,Computer Hardware & Software,Information Technology,$1 to $5 million (USD),-1,Rate[4.5-5.0],-1,IsNotSenior,-1,salary_lower_than_avg
"Location = San Francisco, CA","Headquarters = San Francisco, CA",1 to 50 employees,Company - Private,Computer Hardware & Software,Information Technology,-1,-1,Rate[4.5-5.0],-1,IsNotSenior,-1,salary_higher_than_avg
"Location = Los Angeles, CA","Headquarters = Sherman Oaks, CA",1 to 50 employees,Company - Public,Advertising & Marketing,Business Services,-1,-1,Rate[4.5-5.0],-1,IsNotSenior,-1,salary_higher_than_avg
"Location = Long Beach, CA","Headquarters = Dana Point, CA",1 to 50 employees,Company - Private,-1,-1,-1,-1,Rate[4.5-5.0],-1,IsNotSenior,-1,salary_higher_than_avg
"Location = Los Angeles, CA","Headquarters = West Roxbury, MA",1 to 50 employees,Nonprofit Organization,-1,-1,-1,-1,Rate[4.5-5.0],-1,IsNotSenior,-1,salary_higher_than_avg
"Location = Greenwood Village, Arapahoe, CO","Headquarters = Alpharetta, GA",1 to 50 employees,Company - Private,-1,-1,Less than $1 million (USD),-1,Rate[4.5-5.0],-1,IsNotSenior,-1,salary_higher_than_avg
"Location = Huntersville, NC","Headquarters = Charlotte, NC",1 to 50 employees,Company - Private,Computer Hardware & Software,Information Technology,$5 to $10 million (USD),-1,Rate[4.5-5.0],-1,IsNotSenior,-1,salary_higher_than_avg
"Location = Huntersville, NC","Headquarters = Charlotte, NC",1 to 50 employees,Company - Private,Computer Hardware & Software,Information Technology,$5 to $10 million (USD),-1,Rate[4.5-5.0],-1,IsNotSenior,-1,salary_higher_than_avg
"Location = New York, NY","Headquarters = New York, NY",1 to 50 employees,Company - Private,-1,-1,-1,-1,Rate[4.5-5.0],-1,IsNotSenior,-1,salary_higher_than_avg
"Location = New York, NY","Headquarters = Los Angeles, CA",1 to 50 employees,Company - Private,Internet,Information Technology,-1,-1,Rate[4.5-5.0],-1,IsNotSenior,-1,salary_higher_than_avg
"Location = New York, NY","Headquarters = Yorktown Heights, NY",51 to 200 employees,Company - Private,Consulting,Business Services,$5 to $10 million (USD),-1,Rate[4.5-5.0],-1,IsNotSenior,-1,salary_higher_than_avg
"Location = Charlotte, NC","Headquarters = Charlotte, NC",51 to 200 employees,Company - Private,-1,-1,-1,-1,Rate[4.5-5.0],-1,IsNotSenior,-1,salary_higher_than_avg
"Location = Boulder, CO","Headquarters = Denver, CO",1 to 50 employees,Company - Private,Staffing & Outsourcing,Business Services,Less than $1 million (USD),-1,Rate[4.5-5.0],-1,IsNotSenior,-1,salary_higher_than_avg
"Location = Houston, TX","Headquarters = Cypress, TX",1 to 50 employees,Company - Private,-1,-1,-1,-1,Rate[4.5-5.0],-1,IsNotSenior,-1,salary_lower_than_avg
"Location = San Francisco, CA","Headquarters = San Mateo, CA",1 to 50 employees,Company - Private,Staffing & Outsourcing,Business Services,-1,-1,Rate[4.5-5.0],-1,IsNotSenior,-1,salary_higher_than_avg
"Location = San Francisco, CA","Headquarters = San Mateo, CA",1 to 50 employees,Company - Private,Staffing & Outsourcing,Business Services,-1,-1,Rate[4.5-5.0],-1,IsSenior,-1,salary_higher_than_avg
"Location = Dallas, TX","Headquarters = Alpharetta, GA",1 to 50 employees,Company - Private,-1,-1,Less than $1 million (USD),-1,Rate[4.5-5.0],-1,IsNotSenior,-1,salary_higher_than_avg
"Location = Phoenix, AZ","Headquarters = Alpharetta, GA",1 to 50 employees,Company - Private,-1,-1,Less than $1 million (USD),-1,Rate[4.5-5.0],-1,IsNotSenior,-1,salary_higher_than_avg
"Location = Chicago, IL","Headquarters = Chicago, IL",1 to 50 employees,Company - Private,-1,-1,-1,-1,Rate[4.5-5.0],-1,IsNotSenior,-1,salary_lower_than_avg
"Location = Chicago, IL","Headquarters = Chicago, IL",1 to 50 employees,Company - Private,Advertising & Marketing,Business Services,Less than $1 million (USD),-1,Rate[4.5-5.0],-1,IsNotSenior,-1,salary_lower_than_avg
"Location = Burbank, CA","Headquarters = Bishnupur , India",-1,Company - Private,-1,-1,-1,-1,Rate[4.5-5.0],-1,IsNotSenior,-1,salary_lower_than_avg
"Location = Pasadena, CA","Headquarters = Fremont, CA",51 to 200 employees,Company - Private,"Health, Beauty, & Fitness",Consumer Services,Less than $1 million (USD),-1,Rate[4.5-5.0],-1,IsSenior,-1,salary_lower_than_avg
"Location = Burbank, CA","Headquarters = Bishnupur , India",-1,Company - Private,-1,-1,-1,-1,Rate[4.5-5.0],-1,IsNotSenior,-1,salary_lower_than_avg
"Location = Irving, TX","Headquarters = Irving, TX",-1,Company - Public,-1,-1,-1,-1,Rate[4.5-5.0],-1,IsNotSenior,-1,salary_higher_than_avg
"Location = Lake Success, NY","Headquarters = Spring, TX",1 to 50 employees,Company - Private,Advertising & Marketing,Business Services,Less than $1 million (USD),-1,Rate[4.5-5.0],-1,IsNotSenior,-1,salary_lower_than_avg
"Location = Horsham, PA","Headquarters = King of Prussia, PA",1 to 50 employees,Company - Private,-1,-1,-1,-1,Rate[4.5-5.0],-1,IsNotSenior,-1,salary_lower_than_avg
"Location = Jacksonville, FL","Headquarters = Burbank, CA",51 to 200 employees,Company - Private,Investment Banking & Asset Management,Finance,-1,-1,Rate[4.5-5.0],-1,IsSenior,-1,salary_lower_than_avg
"Location = Pasadena, CA","Headquarters = Pasadena, CA",1 to 50 employees,Company - Private,-1,-1,-1,-1,Rate[4.5-5.0],-1,IsNotSenior,-1,salary_lower_than_avg
"Location = Salt Lake City, UT","Headquarters = Stamford, CT",1 to 50 employees,Company - Private,-1,-1,-1,-1,Rate[4.5-5.0],-1,IsSenior,-1,salary_lower_than_avg
"Location = Richardson, TX","Headquarters = Richardson, TX",1 to 50 employees,Company - Private,Audiovisual,"Arts, Entertainment & Recreation",-1,-1,Rate[4.5-5.0],-1,IsNotSenior,-1,salary_lower_than_avg
"Location = City of Industry, CA","Headquarters = Taipei, Taiwan",51 to 200 employees,Company - Private,-1,-1,-1,-1,Rate[4.5-5.0],-1,IsNotSenior,-1,salary_higher_than_avg
"Location = Burbank, CA","Headquarters = Bishnupur , India",-1,Company - Private,-1,-1,-1,-1,Rate[4.5-5.0],-1,IsNotSenior,-1,salary_higher_than_avg
"Location = Houston, TX","Headquarters = Stavanger, Norway",501 to 1000 employees,Company - Private,-1,-1,-1,-1,Rate[4.5-5.0],-1,IsNotSenior,-1,salary_lower_than_avg
"Location = New York, NY","Headquarters = Piscataway, NJ",1 to 50 employees,Company - Private,IT Services,Information Technology,-1,-1,Rate[4.5-5.0],-1,IsNotSenior,-1,salary_higher_than_avg
"Location = Lakewood, CO","Headquarters = Gilbert, AZ",51 to 200 employees,Company - Private,Consulting,Business Services,$5 to $10 million (USD),-1,Rate[4.5-5.0],-1,IsNotSenior,-1,salary_lower_than_avg
"Location = New York, NY","Headquarters = Fremont, CA",51 to 200 employees,Company - Private,-1,-1,-1,-1,Rate[4.5-5.0],-1,IsNotSenior,-1,salary_higher_than_avg
"Location = Houston, TX","Headquarters = Lombard, IL",-1,Company - Private,Publishing,Media,Less than $1 million (USD),-1,Rate[4.5-5.0],-1,IsNotSenior,-1,salary_higher_than_avg
"Location = South Plainfield, NJ","Headquarters = Allentown, PA",1 to 50 employees,Company - Private,-1,-1,-1,-1,Rate[4.5-5.0],-1,IsNotSenior,-1,salary_higher_than_avg
"Location = Fort Worth, TX","Headquarters = Edison, NJ",1 to 50 employees,Company - Private,Computer Hardware & Software,Information Technology,Less than $1 million (USD),-1,Rate[4.5-5.0],-1,IsNotSenior,-1,salary_higher_than_avg
"Location = El Segundo, CA","Headquarters = El Segundo, CA",51 to 200 employees,Company - Private,Real Estate,Real Estate,-1,-1,Rate[4.5-5.0],-1,IsNotSenior,-1,salary_higher_than_avg
"Location = Dallas, TX","Headquarters = San Diego, CA",51 to 200 employees,Company - Private,Aerospace & Defense,Aerospace & Defense,$25 to $50 million (USD),-1,Rate[4.5-5.0],-1,IsNotSenior,-1,salary_higher_than_avg
"Location = New York, NY","Headquarters = Washington, DC",1 to 50 employees,Company - Private,Research & Development,Business Services,-1,-1,Rate[4.5-5.0],-1,IsNotSenior,-1,salary_lower_than_avg
"Location = Charlotte, NC","Headquarters = Memphis, TN",51 to 200 employees,Company - Private,Consulting,Business Services,$5 to $10 million (USD),-1,Rate[4.5-5.0],-1,IsNotSenior,-1,salary_higher_than_avg
"Location = Austin, TX","Headquarters = Austin, TX",501 to 1000 employees,Government,State & Regional Agencies,Government,-1,-1,Rate[4.5-5.0],-1,IsNotSenior,-1,salary_higher_than_avg
"Location = Fort Worth, TX","Headquarters = Cary, NC",1 to 50 employees,Company - Public,-1,-1,$1 to $5 million (USD),-1,Rate[4.5-5.0],-1,IsNotSenior,-1,salary_higher_than_avg
"Location = Charlotte, NC","Headquarters = Memphis, TN",51 to 200 employees,Company - Private,Consulting,Business Services,$5 to $10 million (USD),-1,Rate[4.5-5.0],-1,IsNotSenior,-1,salary_higher_than_avg
"Location = Houston, TX","Headquarters = Houston, TX",1 to 50 employees,Company - Private,Consulting,Business Services,$1 to $5 million (USD),-1,Rate[4.5-5.0],-1,IsNotSenior,-1,salary_lower_than_avg
"Location = New York, NY","Headquarters = West Hollywood, CA",51 to 200 employees,Nonprofit Organization,Social Assistance,Non-Profit,$10 to $25 million (USD),-1,Rate[4.5-5.0],-1,IsNotSenior,-1,salary_higher_than_avg
"Location = Plano, TX","Headquarters = Plano, TX",1 to 50 employees,Company - Private,-1,-1,$1 to $5 million (USD),-1,Rate[4.5-5.0],-1,IsNotSenior,-1,salary_higher_than_avg
"Location = Wayne, PA","Headquarters = Wayne, PA",1 to 50 employees,Company - Private,Publishing,Media,$1 to $5 million (USD),-1,Rate[4.5-5.0],-1,IsNotSenior,-1,salary_lower_than_avg
"Location = Plano, TX","Headquarters = Memphis, TN",51 to 200 employees,Company - Private,Consulting,Business Services,$5 to $10 million (USD),-1,Rate[4.5-5.0],-1,IsNotSenior,-1,salary_lower_than_avg
"Location = New York, NY","Headquarters = Edison, NJ",51 to 200 employees,Company - Private,Consulting,Business Services,$5 to $10 million (USD),-1,Rate[4.5-5.0],-1,IsSenior,-1,salary_higher_than_avg
"Location = San Diego, CA","Headquarters = Alpharetta, GA",1 to 50 employees,Company - Private,Accounting,Accounting & Legal,Less than $1 million (USD),-1,Rate[4.5-5.0],-1,IsNotSenior,-1,salary_higher_than_avg
"Location = Dallas, TX","Headquarters = New York, NY",1 to 50 employees,Company - Private,-1,-1,Less than $1 million (USD),-1,Rate[4.5-5.0],-1,IsNotSenior,-1,salary_higher_than_avg
"Location = New York, NY","Headquarters = Parsippany, NJ",1 to 50 employees,Company - Private,Computer Hardware & Software,Information Technology,$1 to $5 million (USD),-1,Rate[4.0-4.4],-1,IsNotSenior,-1,salary_higher_than_avg
"Location = New York, NY","Headquarters = London, United Kingdom",1 to 50 employees,Company - Private,Consulting,Business Services,-1,-1,Rate[4.0-4.4],-1,IsNotSenior,-1,salary_higher_than_avg
"Location = Spring, TX","Headquarters = Pearland, TX",51 to 200 employees,-1,Staffing & Outsourcing,Business Services,Less than $1 million (USD),-1,Rate[4.0-4.4],-1,IsNotSenior,-1,salary_higher_than_avg
"Location = San Antonio, TX","Headquarters = Princeton, NJ",1 to 50 employees,Company - Private,IT Services,Information Technology,$1 to $5 million (USD),-1,Rate[4.0-4.4],-1,IsNotSenior,-1,salary_higher_than_avg
"Location = San Jose, CA","Headquarters = Princeton, NJ",1 to 50 employees,Company - Private,IT Services,Information Technology,$1 to $5 million (USD),-1,Rate[4.0-4.4],-1,IsNotSenior,-1,salary_higher_than_avg
"Location = Brooklyn, NY","Headquarters = Baltimore, MD",1 to 50 employees,Company - Private,-1,-1,$1 to $5 million (USD),-1,Rate[4.0-4.4],-1,IsNotSenior,-1,salary_higher_than_avg
"Location = Tempe, AZ","Headquarters = Princeton, NJ",1 to 50 employees,Company - Private,IT Services,Information Technology,$1 to $5 million (USD),-1,Rate[4.0-4.4],-1,IsNotSenior,-1,salary_higher_than_avg
"Location = Austin, TX","Headquarters = Cedar Park, TX",51 to 200 employees,Company - Private,IT Services,Information Technology,-1,-1,Rate[4.0-4.4],-1,IsNotSenior,-1,salary_higher_than_avg
"Location = Fremont, CA","Headquarters = Irvine, CA",1 to 50 employees,Company - Private,-1,-1,-1,-1,Rate[4.0-4.4],-1,IsNotSenior,-1,salary_higher_than_avg
"Location = Parsippany, NJ","Headquarters = London, United Kingdom",1 to 50 employees,Company - Private,Consulting,Business Services,-1,-1,Rate[4.0-4.4],-1,IsNotSenior,-1,salary_higher_than_avg
"Location = Irving, TX","Headquarters = Dallas, TX",1 to 50 employees,Company - Public,IT Services,Information Technology,Less than $1 million (USD),-1,Rate[4.0-4.4],-1,IsNotSenior,-1,salary_higher_than_avg
"Location = Phoenix, AZ","Headquarters = Princeton, NJ",1 to 50 employees,Company - Private,IT Services,Information Technology,$1 to $5 million (USD),-1,Rate[4.0-4.4],-1,IsNotSenior,-1,salary_higher_than_avg
"Location = Weehawken, NJ","Headquarters = Princeton, NJ",1 to 50 employees,Company - Private,IT Services,Information Technology,$1 to $5 million (USD),-1,Rate[4.0-4.4],-1,IsNotSenior,-1,salary_lower_than_avg
"Location = Round Rock, TX","Headquarters = New York, NY",1 to 50 employees,Company - Private,IT Services,Information Technology,Less than $1 million (USD),-1,Rate[4.0-4.4],-1,IsSenior,-1,salary_lower_than_avg
"Location = Menlo Park, CA","Headquarters = Reno, NV",1 to 50 employees,Company - Private,IT Services,Information Technology,-1,-1,Rate[4.0-4.4],-1,IsNotSenior,"TEKsystems, Kforce, Milestone Technologies",salary_higher_than_avg
"Location = New York, NY","Headquarters = Cincinnati, OH",51 to 200 employees,Company - Private,TV Broadcast & Cable Networks,Media,$5 to $10 million (USD),-1,Rate[4.0-4.4],-1,IsNotSenior,-1,salary_higher_than_avg
"Location = Denver, CO","Headquarters = McLean, VA",51 to 200 employees,Company - Private,Staffing & Outsourcing,Business Services,$5 to $10 million (USD),Easy Apply,Rate[4.0-4.4],-1,IsNotSenior,-1,salary_higher_than_avg
"Location = Denver, CO","Headquarters = McLean, VA",51 to 200 employees,Company - Private,Staffing & Outsourcing,Business Services,$5 to $10 million (USD),Easy Apply,Rate[4.0-4.4],-1,IsNotSenior,-1,salary_higher_than_avg
"Location = Pleasanton, CA","Headquarters = Alexandria, VA",1 to 50 employees,Company - Private,Accounting,Accounting & Legal,$10 to $25 million (USD),-1,Rate[4.0-4.4],-1,IsNotSenior,-1,salary_higher_than_avg
"Location = New York, NY","Headquarters = Albany, NY",201 to 500 employees,Company - Private,Consumer Products Manufacturing,Manufacturing,$5 to $10 million (USD),-1,Rate[4.0-4.4],-1,IsNotSenior,-1,salary_higher_than_avg
"Location = Dallas, TX","Headquarters = Vienna, VA",1 to 50 employees,Contract,IT Services,Information Technology,$1 to $5 million (USD),-1,Rate[4.0-4.4],-1,IsNotSenior,-1,salary_higher_than_avg
"Location = Tempe, AZ","Headquarters = Tempe, AZ",501 to 1000 employees,Company - Private,-1,-1,-1,-1,Rate[4.0-4.4],-1,IsNotSenior,-1,salary_higher_than_avg
"Location = Scottsdale, AZ","Headquarters = Santa Clara, CA",51 to 200 employees,Company - Private,-1,-1,-1,-1,Rate[4.0-4.4],-1,IsNotSenior,-1,salary_higher_than_avg
"Location = Salt Lake City, UT","Headquarters = Morrisville, NC",1 to 50 employees,Company - Private,Consulting,Business Services,$1 to $5 million (USD),-1,Rate[4.0-4.4],-1,IsNotSenior,-1,salary_lower_than_avg
"Location = Salt Lake City, UT","Headquarters = Farmington Hills, MI",10000+ employees,Company - Private,Consulting,Business Services,$50 to $100 million (USD),-1,Rate[4.0-4.4],-1,IsNotSenior,-1,salary_lower_than_avg
"Location = Chicago, IL","Headquarters = Ottawa, Canada",1 to 50 employees,Company - Private,Enterprise Software & Network Solutions,Information Technology,$1 to $5 million (USD),-1,Rate[4.0-4.4],-1,IsSenior,-1,salary_higher_than_avg
"Location = New York, NY","Headquarters = Monmouth Junction, NJ",1 to 50 employees,Company - Private,Advertising & Marketing,Business Services,$1 to $5 million (USD),-1,Rate[4.0-4.4],-1,IsNotSenior,-1,salary_higher_than_avg
"Location = Stanford, CA","Headquarters = Stanford, CA",5001 to 10000 employees,College / University,Colleges & Universities,Education,-1,-1,Rate[4.0-4.4],-1,IsNotSenior,-1,salary_higher_than_avg
"Location = Stanford, CA","Headquarters = Stanford, CA",5001 to 10000 employees,College / University,Colleges & Universities,Education,-1,-1,Rate[4.0-4.4],-1,IsNotSenior,-1,salary_higher_than_avg
"Location = New York, NY","Headquarters = New York, NY",51 to 200 employees,Company - Private,-1,-1,-1,-1,Rate[4.0-4.4],-1,IsNotSenior,-1,salary_higher_than_avg
"Location = Houston, TX","Headquarters = Edison, NJ",51 to 200 employees,Company - Private,IT Services,Information Technology,Less than $1 million (USD),-1,Rate[4.0-4.4],-1,IsNotSenior,-1,salary_lower_than_avg
"Location = Houston, TX","Headquarters = Nashua, NH",1 to 50 employees,Company - Private,IT Services,Information Technology,Less than $1 million (USD),-1,Rate[4.0-4.4],-1,IsNotSenior,-1,salary_lower_than_avg
"Location = Scottsdale, AZ","Headquarters = Schaumburg, IL",201 to 500 employees,Company - Private,Accounting,Accounting & Legal,$1 to $5 million (USD),-1,Rate[4.0-4.4],-1,IsNotSenior,-1,salary_higher_than_avg
"Location = Bellevue, WA","Headquarters = Bellevue, WA",51 to 200 employees,Company - Private,-1,-1,-1,-1,Rate[4.0-4.4],-1,IsNotSenior,-1,salary_lower_than_avg
"Location = Indianapolis, IN","Headquarters = Alpharetta, GA",1 to 50 employees,Company - Private,-1,-1,Less than $1 million (USD),-1,Rate[4.0-4.4],-1,IsNotSenior,-1,salary_lower_than_avg
"Location = San Jose, CA","Headquarters = Pleasanton, CA",1001 to 5000 employees,Company - Private,IT Services,Information Technology,$5 to $10 million (USD),-1,Rate[4.0-4.4],-1,IsNotSenior,-1,salary_higher_than_avg
"Location = San Jose, CA","Headquarters = Santa Clara, CA",201 to 500 employees,Company - Private,-1,-1,$10 to $25 million (USD),-1,Rate[4.0-4.4],-1,IsNotSenior,-1,salary_higher_than_avg
"Location = Broomfield, CO","Headquarters = Newark, CA",51 to 200 employees,Company - Private,Computer Hardware & Software,Information Technology,$25 to $50 million (USD),-1,Rate[4.0-4.4],-1,IsNotSenior,-1,salary_higher_than_avg
"Location = Redwood City, CA","Headquarters = Newark, CA",51 to 200 employees,Company - Private,Computer Hardware & Software,Information Technology,$25 to $50 million (USD),-1,Rate[4.0-4.4],-1,IsNotSenior,-1,salary_higher_than_avg
"Location = Mountain View, CA","Headquarters = Santa Clara, CA",201 to 500 employees,Company - Private,-1,-1,$10 to $25 million (USD),-1,Rate[4.0-4.4],-1,IsNotSenior,-1,salary_higher_than_avg
"Location = Plymouth Meeting, PA","Headquarters = Newark, CA",51 to 200 employees,Company - Private,Computer Hardware & Software,Information Technology,$25 to $50 million (USD),-1,Rate[4.0-4.4],-1,IsNotSenior,-1,salary_higher_than_avg
"Location = Redwood City, CA","Headquarters = Newark, CA",51 to 200 employees,Company - Private,Computer Hardware & Software,Information Technology,$25 to $50 million (USD),-1,Rate[4.0-4.4],-1,IsNotSenior,-1,salary_higher_than_avg
"Location = Jersey City, NJ","Headquarters = New York, NY",1 to 50 employees,Company - Private,-1,-1,-1,-1,Rate[4.0-4.4],-1,IsNotSenior,-1,salary_higher_than_avg
"Location = San Francisco, CA","Headquarters = New Delhi, India",1 to 50 employees,Company - Private,-1,-1,-1,-1,Rate[4.0-4.4],-1,IsNotSenior,-1,salary_higher_than_avg
"Location = Denver, CO","Headquarters = Beaverton, OR",1 to 50 employees,Company - Private,IT Services,Information Technology,Less than $1 million (USD),-1,Rate[4.0-4.4],-1,IsNotSenior,-1,salary_higher_than_avg
"Location = Mountain View, CA","Headquarters = Santa Clara, CA",201 to 500 employees,Company - Private,-1,-1,$10 to $25 million (USD),-1,Rate[4.0-4.4],-1,IsNotSenior,-1,salary_higher_than_avg
"Location = Redwood City, CA","Headquarters = Newark, CA",51 to 200 employees,Company - Private,Computer Hardware & Software,Information Technology,$25 to $50 million (USD),-1,Rate[4.0-4.4],-1,IsNotSenior,-1,salary_lower_than_avg
"Location = Oakland, CA","Headquarters = Newark, CA",51 to 200 employees,Company - Private,Computer Hardware & Software,Information Technology,$25 to $50 million (USD),-1,Rate[4.0-4.4],-1,IsNotSenior,-1,salary_higher_than_avg
"Location = Plano, TX","Headquarters = Newark, CA",51 to 200 employees,Company - Private,Computer Hardware & Software,Information Technology,$25 to $50 million (USD),-1,Rate[4.0-4.4],-1,IsNotSenior,-1,salary_higher_than_avg
