Location = Location,Headquarters = Headquarters,Size,Type of ownership,Industry,Sector,Revenue,Easy Apply,Rating range,Found year range,Senior,Competitors,Compare to avg salary 62k
"Location = Phoenix, AZ","Headquarters = King of Prussia, PA",51 to 200 employees,Company - Private,Staffing & Outsourcing,Business Services,$10 to $25 million (USD),-1,Rate[4.5-5.0],Founded 2005-2009,IsNotSenior,-1,salary_higher_than_avg
"Location = Phoenix, AZ","Headquarters = King of Prussia, PA",51 to 200 employees,Company - Private,Staffing & Outsourcing,Business Services,$10 to $25 million (USD),-1,Rate[4.5-5.0],Founded 2005-2009,IsNotSenior,-1,salary_higher_than_avg
"Location = Austin, TX","Headquarters = Walnut Creek, CA",51 to 200 employees,Company - Private,Staffing & Outsourcing,Business Services,-1,-1,Rate[4.5-5.0],Founded 2005-2009,IsNotSenior,-1,salary_lower_than_avg
"Location = Santa Monica, CA","Headquarters = Irvine, CA",51 to 200 employees,Company - Private,Staffing & Outsourcing,Business Services,$10 to $25 million (USD),-1,Rate[4.5-5.0],Founded 2005-2009,IsNotSenior,"CyberCoders, Kforce, ASGN Incorporated",salary_lower_than_avg
"Location = Los Angeles, CA","Headquarters = Walnut Creek, CA",51 to 200 employees,Company - Private,Staffing & Outsourcing,Business Services,-1,-1,Rate[4.5-5.0],Founded 2005-2009,IsNotSenior,-1,salary_lower_than_avg
"Location = Centennial, CO","Headquarters = Rochester, MN",201 to 500 employees,Company - Private,Staffing & Outsourcing,Business Services,-1,-1,Rate[4.5-5.0],Founded 2005-2009,IsNotSenior,"Randstad, Kelly",salary_higher_than_avg
"Location = New York, NY","Headquarters = Paris, France",1001 to 5000 employees,Company - Public,Internet,Information Technology,$2 to $5 billion (USD),-1,Rate[3.5-3.9],Founded 2005-2009,IsNotSenior,"MediaMath, Conversant, AppNexus",salary_higher_than_avg
"Location = San Francisco, CA","Headquarters = Guaynabo, PR",501 to 1000 employees,Company - Private,Internet,Information Technology,-1,-1,Rate[3.5-3.9],Founded 2005-2009,IsNotSenior,-1,salary_higher_than_avg
"Location = New York, NY","Headquarters = Paris, France",1001 to 5000 employees,Company - Public,Internet,Information Technology,$2 to $5 billion (USD),-1,Rate[3.5-3.9],Founded 2005-2009,IsNotSenior,"MediaMath, Conversant, AppNexus",salary_higher_than_avg
"Location = San Francisco, CA","Headquarters = Guaynabo, PR",501 to 1000 employees,Company - Private,Internet,Information Technology,-1,-1,Rate[3.5-3.9],Founded 2005-2009,IsSenior,-1,salary_higher_than_avg
"Location = Denver, CO","Headquarters = Denver, CO",1 to 50 employees,Company - Private,IT Services,Information Technology,$10 to $25 million (USD),-1,Rate[3.5-3.9],Founded 2005-2009,IsNotSenior,-1,salary_lower_than_avg
"Location = Charlotte, NC","Headquarters = Red Bank, NJ",1001 to 5000 employees,Company - Private,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),-1,Rate[3.5-3.9],Founded 2005-2009,IsNotSenior,"Kforce, Mitchell Martin, Insight Global",salary_higher_than_avg
"Location = Dallas, TX","Headquarters = Red Bank, NJ",1001 to 5000 employees,Company - Private,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),-1,Rate[3.5-3.9],Founded 2005-2009,IsNotSenior,"Kforce, Mitchell Martin, Insight Global",salary_higher_than_avg
"Location = Dallas, TX","Headquarters = Red Bank, NJ",1001 to 5000 employees,Company - Private,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),-1,Rate[3.5-3.9],Founded 2005-2009,IsNotSenior,"Kforce, Mitchell Martin, Insight Global",salary_lower_than_avg
"Location = Austin, TX","Headquarters = Austin, TX",501 to 1000 employees,Company - Private,Enterprise Software & Network Solutions,Information Technology,$100 to $500 million (USD),-1,Rate[3.5-3.9],Founded 2005-2009,IsSenior,-1,salary_higher_than_avg
"Location = Berwyn, PA","Headquarters = Blue Bell, PA",1 to 50 employees,Company - Private,Staffing & Outsourcing,Business Services,$10 to $25 million (USD),-1,Rate[3.5-3.9],Founded 2005-2009,IsNotSenior,-1,salary_lower_than_avg
"Location = Denver, CO","Headquarters = Mumbai, India",1001 to 5000 employees,Company - Private,IT Services,Information Technology,$100 to $500 million (USD),-1,Rate[3.5-3.9],Founded 2005-2009,IsNotSenior,"Cognizant Technology Solutions, Infosys, HCL Technologies",salary_lower_than_avg
"Location = Charlotte, NC","Headquarters = Charlotte, NC",501 to 1000 employees,Company - Private,Health Care Services & Hospitals,Health Care,$100 to $500 million (USD),-1,Rate[3.5-3.9],Founded 2005-2009,IsNotSenior,-1,salary_higher_than_avg
"Location = Brooklyn, NY","Headquarters = Seattle, WA",51 to 200 employees,Company - Private,Consulting,Business Services,$25 to $50 million (USD),Easy Apply,Rate[3.5-3.9],Founded 2005-2009,IsNotSenior,-1,salary_higher_than_avg
"Location = Dallas, TX","Headquarters = Farmington Hills, MI",201 to 500 employees,Company - Private,Enterprise Software & Network Solutions,Information Technology,$25 to $50 million (USD),-1,Rate[3.0-3.4],Founded 2005-2009,IsNotSenior,"Arena, HCL Technologies, PTC",salary_higher_than_avg
"Location = San Antonio, TX","Headquarters = Tampa, FL",51 to 200 employees,Company - Private,IT Services,Information Technology,-1,-1,Rate[3.0-3.4],Founded 2005-2009,IsSenior,-1,salary_higher_than_avg
"Location = Denver, CO","Headquarters = Farmington Hills, MI",201 to 500 employees,Company - Private,Enterprise Software & Network Solutions,Information Technology,$25 to $50 million (USD),-1,Rate[3.0-3.4],Founded 2005-2009,IsNotSenior,"Arena, HCL Technologies, PTC",salary_lower_than_avg
"Location = Philadelphia, PA","Headquarters = Philadelphia, PA",201 to 500 employees,Company - Private,IT Services,Information Technology,$10 to $25 million (USD),-1,Rate[3.0-3.4],Founded 2005-2009,IsNotSenior,-1,salary_lower_than_avg
"Location = Phoenix, AZ","Headquarters = Nashville, TN",10000+ employees,Company - Private,Health Care Services & Hospitals,Health Care,-1,-1,Rate[3.0-3.4],Founded 2005-2009,IsNotSenior,-1,salary_higher_than_avg
"Location = Houston, TX","Headquarters = Houston, TX",201 to 500 employees,Company - Private,Investment Banking & Asset Management,Finance,$10 to $25 million (USD),-1,Rate[2.5-2.9,Founded 2005-2009,IsNotSenior,-1,salary_lower_than_avg
"Location = Houston, TX","Headquarters = Houston, TX",201 to 500 employees,Company - Private,Investment Banking & Asset Management,Finance,$10 to $25 million (USD),-1,Rate[2.5-2.9,Founded 2005-2009,IsNotSenior,-1,salary_lower_than_avg
"Location = Oak Brook, IL","Headquarters = Oak Brook, IL",10000+ employees,Company - Public,Food & Beverage Manufacturing,Manufacturing,$5 to $10 billion (USD),-1,Rate[2.5-2.9,Founded 2005-2009,IsNotSenior,-1,salary_lower_than_avg
"Location = Downers Grove, IL","Headquarters = Burr Ridge, IL",201 to 500 employees,Company - Public,Banks & Credit Unions,Finance,$50 to $100 million (USD),-1,Rate[2.5-2.9,Founded 2005-2009,IsNotSenior,-1,salary_lower_than_avg
"Location = Houston, TX","Headquarters = Atlanta, GA",51 to 200 employees,Company - Private,Computer Hardware & Software,Information Technology,$25 to $50 million (USD),-1,Rate[2.0-2.4],Founded 2005-2009,IsNotSenior,-1,salary_lower_than_avg
"Location = Chicago, IL","Headquarters = Boston, MA",51 to 200 employees,Company - Private,Consulting,Business Services,$50 to $100 million (USD),Easy Apply,Rate[4.5-5.0],Founded 2000-2004,IsNotSenior,"Kearney, AlixPartners, Hitachi Consulting",salary_higher_than_avg
"Location = Chicago, IL","Headquarters = New York, NY",201 to 500 employees,Company - Private,Staffing & Outsourcing,Business Services,-1,-1,Rate[4.5-5.0],Founded 2000-2004,IsNotSenior,"Beacon Hill Staffing Group, PageGroup, Solomon Page",salary_higher_than_avg
"Location = New York, NY","Headquarters = New York, NY",201 to 500 employees,Company - Private,Staffing & Outsourcing,Business Services,-1,-1,Rate[4.5-5.0],Founded 2000-2004,IsNotSenior,"Beacon Hill Staffing Group, PageGroup, Solomon Page",salary_higher_than_avg
"Location = Austin, TX","Headquarters = Menlo Park, CA",10000+ employees,Company - Public,Internet,Information Technology,$5 to $10 billion (USD),-1,Rate[4.5-5.0],Founded 2000-2004,IsNotSenior,"Google, Microsoft, Apple",salary_higher_than_avg
"Location = New York, NY","Headquarters = New York, NY",1001 to 5000 employees,Company - Private,Insurance Carriers,Insurance,-1,Easy Apply,Rate[4.5-5.0],Founded 2000-2004,IsNotSenior,-1,salary_higher_than_avg
"Location = Tempe, AZ","Headquarters = Dublin, OH",201 to 500 employees,Company - Private,IT Services,Information Technology,$10 to $25 million (USD),-1,Rate[4.5-5.0],Founded 2000-2004,IsNotSenior,-1,salary_higher_than_avg
"Location = Oakland, CA","Headquarters = Southfield, MI",501 to 1000 employees,Company - Private,Staffing & Outsourcing,Business Services,-1,-1,Rate[4.0-4.4],Founded 2000-2004,IsNotSenior,-1,salary_lower_than_avg
"Location = New York, NY","Headquarters = Southfield, MI",501 to 1000 employees,Company - Private,Staffing & Outsourcing,Business Services,-1,-1,Rate[4.0-4.4],Founded 2000-2004,IsNotSenior,-1,salary_higher_than_avg
"Location = Salt Lake City, UT","Headquarters = Southfield, MI",501 to 1000 employees,Company - Private,Staffing & Outsourcing,Business Services,-1,-1,Rate[4.0-4.4],Founded 2000-2004,IsNotSenior,-1,salary_lower_than_avg
"Location = Dallas, TX","Headquarters = Utica, MI",501 to 1000 employees,Company - Private,Staffing & Outsourcing,Business Services,-1,-1,Rate[4.0-4.4],Founded 2000-2004,IsNotSenior,-1,salary_lower_than_avg
"Location = Florham Park, NJ","Headquarters = Northville, MI",501 to 1000 employees,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),-1,Rate[4.0-4.4],Founded 2000-2004,IsNotSenior,-1,salary_higher_than_avg
"Location = New York, NY","Headquarters = Northville, MI",501 to 1000 employees,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),-1,Rate[4.0-4.4],Founded 2000-2004,IsNotSenior,-1,salary_higher_than_avg
"Location = Houston, TX","Headquarters = Houston, TX",51 to 200 employees,Company - Private,Enterprise Software & Network Solutions,Information Technology,$10 to $25 million (USD),-1,Rate[4.0-4.4],Founded 2000-2004,IsNotSenior,-1,salary_higher_than_avg
"Location = New York, NY","Headquarters = Northville, MI",501 to 1000 employees,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),-1,Rate[4.0-4.4],Founded 2000-2004,IsNotSenior,-1,salary_higher_than_avg
"Location = New York, NY","Headquarters = Northville, MI",501 to 1000 employees,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),-1,Rate[4.0-4.4],Founded 2000-2004,IsNotSenior,-1,salary_higher_than_avg
"Location = New York, NY","Headquarters = Northville, MI",501 to 1000 employees,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),-1,Rate[4.0-4.4],Founded 2000-2004,IsNotSenior,-1,salary_lower_than_avg
"Location = New York, NY","Headquarters = Northville, MI",501 to 1000 employees,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),-1,Rate[4.0-4.4],Founded 2000-2004,IsNotSenior,-1,salary_lower_than_avg
"Location = New York, NY","Headquarters = Northville, MI",501 to 1000 employees,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),-1,Rate[4.0-4.4],Founded 2000-2004,IsNotSenior,-1,salary_lower_than_avg
"Location = New York, NY","Headquarters = Northville, MI",501 to 1000 employees,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),-1,Rate[4.0-4.4],Founded 2000-2004,IsSenior,-1,salary_lower_than_avg
"Location = New York, NY","Headquarters = Northville, MI",501 to 1000 employees,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),-1,Rate[4.0-4.4],Founded 2000-2004,IsSenior,-1,salary_lower_than_avg
"Location = Chicago, IL","Headquarters = Chicago, IL",1001 to 5000 employees,Company - Private,IT Services,Information Technology,$100 to $500 million (USD),-1,Rate[3.5-3.9],Founded 2000-2004,IsSenior,"Nielsen, Kantar, IRI",salary_higher_than_avg
"Location = San Jose, CA","Headquarters = Chantilly, VA",501 to 1000 employees,Company - Private,Consulting,Business Services,$50 to $100 million (USD),-1,Rate[3.5-3.9],Founded 2000-2004,IsSenior,-1,salary_higher_than_avg
"Location = Philadelphia, PA","Headquarters = Chantilly, VA",501 to 1000 employees,Company - Private,Consulting,Business Services,$50 to $100 million (USD),-1,Rate[3.5-3.9],Founded 2000-2004,IsNotSenior,-1,salary_lower_than_avg
"Location = Houston, TX","Headquarters = Orem, UT",201 to 500 employees,Company - Private,Enterprise Software & Network Solutions,Information Technology,$100 to $500 million (USD),Easy Apply,Rate[3.5-3.9],Founded 2000-2004,IsNotSenior,-1,salary_lower_than_avg
"Location = San Francisco, CA","Headquarters = Guaynabo, PR",201 to 500 employees,Company - Private,Internet,Information Technology,-1,Easy Apply,Rate[3.5-3.9],Founded 2000-2004,IsNotSenior,-1,salary_higher_than_avg
"Location = San Jose, CA","Headquarters = Canton, MI",51 to 200 employees,Company - Private,Advertising & Marketing,Business Services,$1 to $5 million (USD),-1,Rate[3.5-3.9],Founded 2000-2004,IsNotSenior,-1,salary_higher_than_avg
"Location = Palo Alto, CA","Headquarters = Canton, MI",51 to 200 employees,Company - Private,Advertising & Marketing,Business Services,$1 to $5 million (USD),-1,Rate[3.5-3.9],Founded 2000-2004,IsNotSenior,-1,salary_higher_than_avg
"Location = Denver, CO","Headquarters = Canton, MI",51 to 200 employees,Company - Private,Advertising & Marketing,Business Services,$1 to $5 million (USD),-1,Rate[3.5-3.9],Founded 2000-2004,IsNotSenior,-1,salary_lower_than_avg
"Location = Englewood, CO","Headquarters = Canton, MI",51 to 200 employees,Company - Private,Advertising & Marketing,Business Services,$1 to $5 million (USD),-1,Rate[3.5-3.9],Founded 2000-2004,IsNotSenior,-1,salary_higher_than_avg
"Location = Chandler, AZ","Headquarters = Canton, MI",51 to 200 employees,Company - Private,Advertising & Marketing,Business Services,$1 to $5 million (USD),-1,Rate[3.5-3.9],Founded 2000-2004,IsNotSenior,-1,salary_higher_than_avg
"Location = Chandler, AZ","Headquarters = Canton, MI",51 to 200 employees,Company - Private,Advertising & Marketing,Business Services,$1 to $5 million (USD),-1,Rate[3.5-3.9],Founded 2000-2004,IsNotSenior,-1,salary_higher_than_avg
"Location = San Diego, CA","Headquarters = Stafford, VA",51 to 200 employees,Company - Private,IT Services,Information Technology,$10 to $25 million (USD),-1,Rate[3.5-3.9],Founded 2000-2004,IsSenior,-1,salary_lower_than_avg
"Location = Florham Park, NJ","Headquarters = Florham Park, NJ",501 to 1000 employees,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$5 to $10 million (USD),-1,Rate[3.5-3.9],Founded 2000-2004,IsNotSenior,-1,salary_higher_than_avg
"Location = San Francisco, CA","Headquarters = Guaynabo, PR",201 to 500 employees,Company - Private,Internet,Information Technology,-1,Easy Apply,Rate[3.5-3.9],Founded 2000-2004,IsSenior,-1,salary_higher_than_avg
"Location = Phoenix, AZ","Headquarters = Portland, OR",1001 to 5000 employees,Company - Private,IT Services,Information Technology,$100 to $500 million (USD),-1,Rate[3.5-3.9],Founded 2000-2004,IsNotSenior,-1,salary_higher_than_avg
"Location = San Francisco, CA","Headquarters = Seattle, WA",1001 to 5000 employees,Company - Public,Real Estate,Real Estate,-1,-1,Rate[3.0-3.4],Founded 2000-2004,IsSenior,"Zillow, Trulia, Coldwell Banker",salary_higher_than_avg
"Location = San Francisco, CA","Headquarters = Seattle, WA",1001 to 5000 employees,Company - Public,Real Estate,Real Estate,-1,-1,Rate[3.0-3.4],Founded 2000-2004,IsSenior,"Zillow, Trulia, Coldwell Banker",salary_higher_than_avg
"Location = Charlotte, NC","Headquarters = Herndon, VA",51 to 200 employees,Company - Private,Enterprise Software & Network Solutions,Information Technology,$10 to $25 million (USD),-1,Rate[3.0-3.4],Founded 2000-2004,IsNotSenior,-1,salary_higher_than_avg
"Location = Columbus, OH","Headquarters = Columbus, OH",1001 to 5000 employees,Company - Public,Health Care Services & Hospitals,Health Care,-1,-1,Rate[3.0-3.4],Founded 2000-2004,IsNotSenior,-1,salary_higher_than_avg
"Location = Columbus, OH","Headquarters = Columbus, OH",1001 to 5000 employees,Company - Public,Health Care Services & Hospitals,Health Care,-1,-1,Rate[3.0-3.4],Founded 2000-2004,IsNotSenior,-1,salary_lower_than_avg
"Location = Austin, TX","Headquarters = Austin, TX",1001 to 5000 employees,Company - Public,Investment Banking & Asset Management,Finance,$100 to $500 million (USD),-1,Rate[3.0-3.4],Founded 2000-2004,IsNotSenior,Intuit,salary_higher_than_avg
"Location = Mooresville, NC","Headquarters = Chicago, IL",1 to 50 employees,Company - Private,Advertising & Marketing,Business Services,$1 to $5 million (USD),-1,Rate[3.0-3.4],Founded 2000-2004,IsNotSenior,-1,salary_lower_than_avg
"Location = New York, NY","Headquarters = New York, NY",201 to 500 employees,Company - Private,Advertising & Marketing,Business Services,$100 to $500 million (USD),Easy Apply,Rate[3.0-3.4],Founded 2000-2004,IsSenior,-1,salary_lower_than_avg
